"11232","2231","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11233","2231","How is a search system used in work task completion?","Article","Journal of Information Science"
"11234","2231","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11235","2231","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11236","2234","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11237","2234","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11238","2234","How is a search system used in work task completion?","Article","Journal of Information Science"
"11239","2234","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11240","2234","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11241","2233","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11242","2233","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11243","2233","How is a search system used in work task completion?","Article","Journal of Information Science"
"11244","2233","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11245","2233","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11246","2235","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11247","2235","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11248","2235","How is a search system used in work task completion?","Article","Journal of Information Science"
"11249","2235","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11250","2235","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11251","2227","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11252","2227","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11253","2227","How is a search system used in work task completion?","Article","Journal of Information Science"
"11254","2227","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11255","2227","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11256","2230","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11257","2230","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11258","2230","How is a search system used in work task completion?","Article","Journal of Information Science"
"11259","2230","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11260","2230","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11261","2236","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11262","2236","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11263","2236","How is a search system used in work task completion?","Article","Journal of Information Science"
"11264","2236","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11265","2236","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11266","2239","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11267","2239","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11268","2239","How is a search system used in work task completion?","Article","Journal of Information Science"
"11269","2239","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11270","2239","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11271","2241","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11272","2241","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11273","2241","How is a search system used in work task completion?","Article","Journal of Information Science"
"11274","2241","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11275","2241","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11276","2243","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11277","2243","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11278","2243","How is a search system used in work task completion?","Article","Journal of Information Science"
"11279","2243","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11280","2243","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11281","2246","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11282","2246","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11283","2246","How is a search system used in work task completion?","Article","Journal of Information Science"
"11284","2246","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11285","2246","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11286","2242","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11287","2242","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11288","2242","How is a search system used in work task completion?","Article","Journal of Information Science"
"11289","2242","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11290","2242","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11291","2245","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11292","2245","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11293","2245","How is a search system used in work task completion?","Article","Journal of Information Science"
"11294","2245","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11295","2245","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11296","2244","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11297","2244","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11298","2244","How is a search system used in work task completion?","Article","Journal of Information Science"
"11299","2244","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11300","2244","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11301","2238","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11302","2238","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11303","2238","How is a search system used in work task completion?","Article","Journal of Information Science"
"11304","2238","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11305","2238","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11306","2249","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11307","2249","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11308","2249","How is a search system used in work task completion?","Article","Journal of Information Science"
"11309","2249","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11310","2249","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11311","2240","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11312","2240","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11313","2240","How is a search system used in work task completion?","Article","Journal of Information Science"
"11314","2240","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11315","2240","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11316","2253","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11317","2253","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11318","2253","How is a search system used in work task completion?","Article","Journal of Information Science"
"11319","2253","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11320","2253","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11321","2253","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11322","2253","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11323","2253","How is a search system used in work task completion?","Article","Journal of Information Science"
"11324","2253","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11325","2253","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11326","2237","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11327","2237","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11328","2237","How is a search system used in work task completion?","Article","Journal of Information Science"
"11329","2237","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11330","2237","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11331","2255","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11332","2255","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11333","2255","How is a search system used in work task completion?","Article","Journal of Information Science"
"11334","2255","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11335","2255","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11336","2251","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11337","2251","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11338","2251","How is a search system used in work task completion?","Article","Journal of Information Science"
"11339","2251","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11340","2251","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11341","2250","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11342","2250","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11343","2250","How is a search system used in work task completion?","Article","Journal of Information Science"
"11344","2250","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11345","2250","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11346","2254","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11347","2254","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11348","2254","How is a search system used in work task completion?","Article","Journal of Information Science"
"11349","2254","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11350","2254","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11351","2254","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11352","2254","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11353","2254","How is a search system used in work task completion?","Article","Journal of Information Science"
"11354","2254","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11355","2254","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11356","2252","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11357","2252","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11358","2252","How is a search system used in work task completion?","Article","Journal of Information Science"
"11359","2252","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11360","2252","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11361","2248","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11362","2248","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11363","2248","How is a search system used in work task completion?","Article","Journal of Information Science"
"11364","2248","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11365","2248","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11366","2260","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11367","2260","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11368","2260","How is a search system used in work task completion?","Article","Journal of Information Science"
"11369","2260","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11370","2260","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11371","2261","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11372","2261","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11373","2261","How is a search system used in work task completion?","Article","Journal of Information Science"
"11374","2261","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11375","2261","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11376","2259","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11377","2259","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11378","2259","How is a search system used in work task completion?","Article","Journal of Information Science"
"11379","2259","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11380","2259","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11381","2262","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11382","2262","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11383","2262","How is a search system used in work task completion?","Article","Journal of Information Science"
"11384","2262","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11385","2262","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11386","2264","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11387","2264","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11388","2264","How is a search system used in work task completion?","Article","Journal of Information Science"
"11389","2264","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11390","2264","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11391","2263","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11392","2263","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11393","2263","How is a search system used in work task completion?","Article","Journal of Information Science"
"11394","2263","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11395","2263","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11396","2265","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11397","2265","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11398","2265","How is a search system used in work task completion?","Article","Journal of Information Science"
"11399","2265","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11400","2265","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11401","2266","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11402","2266","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11403","2266","How is a search system used in work task completion?","Article","Journal of Information Science"
"11404","2266","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11405","2266","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11406","2268","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11407","2268","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11408","2268","How is a search system used in work task completion?","Article","Journal of Information Science"
"11409","2268","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11410","2268","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11411","2270","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11412","2270","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11413","2269","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11414","2270","How is a search system used in work task completion?","Article","Journal of Information Science"
"11415","2270","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11416","2269","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11417","2270","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11418","2269","How is a search system used in work task completion?","Article","Journal of Information Science"
"11419","2269","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11420","2269","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11421","2257","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11422","2257","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11423","2257","How is a search system used in work task completion?","Article","Journal of Information Science"
"11424","2257","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11425","2257","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11426","2273","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11427","2273","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11428","2273","How is a search system used in work task completion?","Article","Journal of Information Science"
"11429","2273","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11430","2273","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11431","2271","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11432","2271","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11433","2271","How is a search system used in work task completion?","Article","Journal of Information Science"
"11434","2271","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11435","2271","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11436","2275","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11437","2275","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11438","2275","How is a search system used in work task completion?","Article","Journal of Information Science"
"11439","2275","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11440","2275","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11441","2276","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11442","2276","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11443","2276","How is a search system used in work task completion?","Article","Journal of Information Science"
"11444","2276","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11445","2276","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11446","2272","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11447","2272","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11448","2272","How is a search system used in work task completion?","Article","Journal of Information Science"
"11449","2272","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11450","2272","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11451","2274","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11452","2274","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11453","2274","How is a search system used in work task completion?","Article","Journal of Information Science"
"11454","2274","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11455","2274","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11456","2258","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11457","2258","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11458","2258","How is a search system used in work task completion?","Article","Journal of Information Science"
"11459","2258","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11460","2258","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11461","2256","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11462","2256","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11463","2256","How is a search system used in work task completion?","Article","Journal of Information Science"
"11464","2256","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11465","2256","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11466","2277","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11467","2277","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11468","2277","How is a search system used in work task completion?","Article","Journal of Information Science"
"11469","2277","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11470","2277","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11471","2278","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11472","2278","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11473","2278","How is a search system used in work task completion?","Article","Journal of Information Science"
"11474","2278","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11475","2278","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11476","2282","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11477","2282","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11478","2282","How is a search system used in work task completion?","Article","Journal of Information Science"
"11479","2282","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11480","2282","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11481","2281","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11482","2281","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11483","2281","How is a search system used in work task completion?","Article","Journal of Information Science"
"11484","2281","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11485","2281","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11486","2285","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11487","2285","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11488","2285","How is a search system used in work task completion?","Article","Journal of Information Science"
"11489","2285","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11490","2285","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11491","2279","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11492","2279","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11493","2279","How is a search system used in work task completion?","Article","Journal of Information Science"
"11494","2279","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
"11495","2279","An Unsupervised Approach to Product Attribute Extraction","Conference Paper","Advances in Information Retrieval, 31th European Conference on IR Research, ECIR 2009, Toulouse, France, April 6-9, 2009. Proceedings"
"11496","2290","Concept-based query language approach to enterprise information systems","Article","Enterprise Information Systems"
"11497","2290","Domain Specific Data Retrieval on the Semantic Web","Conference Paper","Extended Semantic Web Conference"
"11498","2290","How is a search system used in work task completion?","Article","Journal of Information Science"
"11499","2290","An examination of multi?session web tasks","Article","Proceedings of the American Society for Information Science and Technology"
